text,label
Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,Campaign
Thank you for your support of my candidacy! # MAGA # ImWithYou http://bit.ly/2aRqNxjThankYou,Campaign
"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! # LESM # MAGApic.twitter.com/QoxJf4Xzbc",Campaign
"THANK YOU Daytona Beach, Florida! # MakeAmericaGreatAgainpic.twitter.com/IAcLfXe463",Campaign
"Our incompetent Secretary of State, Hillary Clinton, was the one who started talks to give 400 million dollars, in cash, to Iran. Scandal!",Hillary
"There is great unity in my campaign, perhaps greater than ever before. I want to thank everyone for your tremendous support. Beat Crooked H!",Campaign
Great day in Virginia. Crowd was fantastic!,Campaign
"Thank you Portland, Maine! # MakeAmericaGreatAgain https://instagram.com/p/BIs_qmQjnRA/ pic.twitter.com/RhblAXkNPw",Campaign
"Great meeting all of you. This group knocked on 50K doors & counting here in Maine, thank you! @ MaineGOPhttps://twitter.com/garrettmason/status/761277330543239168 …",Campaign
"Looking forward to IA & WI with Gov. Pence, tomorrow. Join us! # MAGA http://bit.ly/2aLiY9zDesMoines … http://bit.ly/2axymdaGreenBay pic.twitter.com/0Ei3EdQdXB",Campaign
"Thank you Jacksonville, Florida! # MakeAmericaGreatAgain https://www.facebook.com/DonaldTrump/posts/10157433142040725:0 …pic.twitter.com/VSnBoQYoZs",Campaign
DON'T LET HILLARY CLINTON DO IT AGAIN! # TrumpPence16https://amp.twimg.com/v/42d9c3c3-e924-4a5b-b8a9-540ec3d21654 …,Hillary
"Thank you Des Moines, Iowa! Governor @ Mike_Pence and I appreciate your support! # MAGA # TrumpTrainpic.twitter.com/gr6tGqqmcm",Campaign
# MakeAmericaSafeAgainpic.twitter.com/5yuLKyh8Q6,Campaign
Hillary Clinton has bad judgment and is unfit to serve as President. http://bit.ly/2aDkmmiDJTFB,Hillary
President Obama refuses to answer question about Iran terror funding. I won't dodge questions as your President. http://ntknetwork.com/obama-spends-7-minutes-dodging-on-whether-iran-will-use-400-million-to-fund-terrorism/ …,Obama
"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",Obama
President Obama should ask the DNC about how they rigged the election against Bernie.,Obama
"See you tomorrow w/ Gov. @ Mike_Pence, Iowa & Wisconsin! 3pm- http://bit.ly/2aLiY9zDesMoines … 7pm- http://bit.ly/2axymdaGreenBay pic.twitter.com/UODSMp0oTo",Campaign
# CrookedHillary is not fit to be our next president! # TrumpPence16 https://www.facebook.com/DonaldTrump/videos/10157449657485725/ …,Hillary
"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",Hillary
"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",Trump Attack
"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",Hillary
Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,Hillary
'Trump is right about violent crime: It’s on the rise in major cities'https://www.washingtonpost.com/opinions/trump-is-right-about-violent-crime-its-on-the-rise-in-major-cities/2016/08/05/3cf6b55e-5b11-11e6-9aee-8075993d73a2_story.html …,Campaign
"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",Fake News
I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,Trump Attack
"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",Hillary
"'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://www.facebook.com/DonaldTrump/posts/10157458402275725 …pic.twitter.com/i5S3mtJWpe",Hillary
Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,Hillary
Thank you Newt!https://twitter.com/newtgingrich/status/762739520567738368 …,Campaign
Thank you Congressman Steven Palazzo! https://www.facebook.com/palazzoforcongress/posts/10154473297477835 …pic.twitter.com/XGSIJJQiGJ,Campaign
Thank you Senator David Perdue! http://bit.ly/2b9idkbSenPerdue …pic.twitter.com/LmfiGByFPb,Campaign
Thank you!https://twitter.com/reprwilliams/status/762732609415905280 …,Campaign
Thank you Alex!https://twitter.com/mooneyforwv/status/762718855282163712 …,Campaign
My economic policy speech will be carried live at 12:15 P.M. Enjoy!,Campaign
"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://www.donaldjtrump.com/schedule/register/fayetteville-nc1/ …",Campaign
"Thank you Wilmington, North Carolina! # MakeAmericaGreatAgainpic.twitter.com/ZnnaSPF5or",Campaign
"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",Campaign
Will be interviewed on @ foxandfriends now!,Fox News
Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,Campaign
Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @ CNN is a hoax. Totally dishonest.,Fake News
# MakeAmericaGreatAgain!pic.twitter.com/8rWz6p1Ged,Campaign
"Thank you Abingdon, Virginia! # MakeAmericaGreatAgain https://www.facebook.com/DonaldTrump/posts/10157472447805725:0 …pic.twitter.com/RQUKD6sjno",Campaign
"No such meeting or conversation ever happened - a made up story by ""low ratings"" @ CNN.",Fake News
Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,Hillary
"When is the media going to talk about Hillary's policies that have gotten people killed, like Libya, open borders, and maybe her emails?",Hillary
Thank you Senator @ ChuckGrassley! # TrumpPence16https://www.radioiowa.com/2016/08/09/grassley-stay-firm-in-his-support-of-donald-trump/ …,Campaign
Thank you @ SenatorFischer! # TrumpPence16 http://www.kvnonews.com/2016/08/senator-deb-fischer-support-trump/ …,Campaign
This is no surprise. Constant phony reporting from failing @ CNN turns everyone off. The American people get it! http://www.adweek.com/tvnewser/scoreboard-tuesday-august-9/301887 …,Fake News
"Thank you Fort Lauderdale, Florida. # MakeAmericaGreatAgainpic.twitter.com/cjivzdRpU1",Campaign
"Thank you Erie, Pennsylvania! Together we will # MakeAmericaGreatAgain!pic.twitter.com/5hZp7PnRoT",Campaign
Unbelievable support in Florida last night - thank you! # MAGApic.twitter.com/WNDAagFRRS,Campaign
ISIS gained tremendous strength during Hillary Clinton's term as Secretary of State. When will the dishonest media report the facts!,Hillary
"I love watching these poor, pathetic people (pundits) on television working so hard and so seriously to try and figure me out. They can't!",Trump Attack
A massive tax increase will be necessary to fund Crooked Hillary Clinton's agenda. What a terrible (and boring) rollout that was yesterday!,Hillary
"Ratings challenged @ CNN reports so seriously that I call President Obama (and Clinton) ""the founder"" of ISIS, & MVP. THEY DON'T GET SARCASM?",Trump Attack
""" @ need2knowu: @ willspeakout yes you are my hero I admire you for laying down your glorious luxurious life to get beat up for America!!!""",Campaign
We now have confirmation as to one reason Crooked H wanted to be sure that nobody saw her e-mails - PAY-FOR-PLAY. How can she run for Pres.,Hillary
""" @ willspeakout: Thank you for all that you are doing for us! You campaign endlessly and have spent millions.We love you! # TrumpTrain"" Thanks",Campaign
I am truly enjoying myself while running for president. The people of our country are amazing - great numbers on November 8th!,Campaign
The failing @ nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!,Fake News
"Will be on @ seanhannity tonight at 10pm, hosted by @ GovMikeHuckabee. Enjoy!",Fox News
I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!,Fake News
"It is not ""freedom of the press"" when newspapers and others are allowed to say and write whatever they want even if it is completely false!",Fake News
"I am not only fighting Crooked Hillary, I am fighting the dishonest and corrupt media and her government protection process. People get it!",Fake News
Crooked Hillary Clinton is being protected by the media. She is not a talented person or politician. The dishonest media refuses to expose!,Hillary
My rallies are not covered properly by the media. They never discuss the real message and never show crowd size or enthusiasm.,Fake News
"If the disgusting and corrupt media covered me honestly and didn't put false meaning into the words I say, I would be beating Hillary by 20%",Fake News
"The failing @ nytimes, which never spoke to me, keeps saying that I am saying to advisers that I will change. False, I am who I am-never said",Fake News
The failing @ nytimes talks about anonymous sources and meetings that never happened. Their reporting is fiction. The media protects Hillary!,Fake News
"""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."" http://www.sessions.senate.gov/public/index.cfm/2016/6/clinton-refugee-plan-could-bring-in-620-000-refugees-in-first-term-at-lifetime-cost-of-over-400-billion …",Hillary
# MakeAmericaSafeAgain https://www.donaldjtrump.com/press-releases/donald-j.-trump-addresses-radical-islam-and-the-age-of-terror …,Campaign
This is my pledge to the American people: http://bit.ly/2bEoRchPledge,Campaign
"'It's just a 2-point race, Clinton 38%, Trump 36%'http://www.washingtonexaminer.com/pow-its-just-a-2-point-race-clinton-38-trump-36/article/2599471 …",Campaign
Another health insurer is pulling back due to 'persistent financial losses on # Obamacare plans.' Only the beginning!http://www.nbcnews.com/business/business-news/aetna-pulls-back-obamacare-health-insurance-plans-2017-n631656 …,Obama
Will be participating in a town hall event- hosted by @ SeanHannity tonight at 10pmE on @ FoxNews. Enjoy!pic.twitter.com/7nReqYM7FF,Fox News
We are going to make this a government of the people once again! # MakeAmericaGreatAgain # ImWithYouhttps://amp.twimg.com/v/4586e62b-3a35-479d-a65d-f984df338175 …,Campaign
"We will repeal & replace # Obamacare, which has caused soaring double-digit premium increases. It is a disaster!https://amp.twimg.com/v/ddb1eaf1-bdc5-44b3-b090-dc20494568f7 …",Obama
"A vote for Hillary Clinton is a vote for another generation of poverty, high crime, & lost opportunities. # ImWithYouhttps://amp.twimg.com/v/d4fc15a4-b04b-48cc-85a8-fbdf61211602 …",Hillary
# MakeAmericaSafeAgain # ImWithYouhttps://amp.twimg.com/v/fcae1c85-517c-463b-9a37-7eb8a143fa79 …,Campaign
Thank you Governor @ ScottWalker & @ GOP Chairman @ Reince Priebus. # MakeAmericaGreatAgain # ImWithYouhttps://amp.twimg.com/v/f7054104-4965-4a99-934f-a0cbed956ee3 …,Campaign
Join me in North Carolina - tomorrow at 7:30pm! # ImWithYou Tickets: http://bit.ly/2bGMAZmNC,Campaign
Will be on @ SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. # MakeAmericaGreatAgain,Fox News
# CrookedHillary # ThrowbackThursdaypic.twitter.com/v8J0r64J7h,Hillary
I will be doing a Town Hall tonight at 10:00 P.M. on @ seanhannity - @ FoxNews,Fox News
Thank you Michigan. This is a MOVEMENT. We are going to MAKE AMERICA SAFE AND GREAT AGAIN! # TrumpPence16pic.twitter.com/vP3eqF3Zbb,Fake News
"The reporting at the failing @ nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper.",Fake News
Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana & another speech tonight in MI.,Campaign
"Thank you Charlotte, North Carolina! # MakeAmericaGreatAgain https://www.facebook.com/DonaldTrump/posts/10157522097930725 …",Campaign
"Together, we will MAKE AMERICA GREAT AGAIN!https://morningconsult.com/2016/08/18/american-immigrants-back-trump-ideological-test-poll-shows/ …",Campaign
We will bring America together as ONE country again – united as Americans in common purpose and common dreams. # MAGA,Campaign
Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! # TrumpPence16pic.twitter.com/IU4JPSi0rZ,Campaign
"Just leaving Virginia - really big crowd, great enthusiasm!",Campaign
Thank you @ JerryJrFalwell- will see you soon. # TrumpPence16https://www.washingtonpost.com/opinions/jerry-falwell-jr-trump-is-the-churchillian-leader-we-need/2016/08/19/b1ff79e0-64b1-11e6-be4e-23fc4d4d12b4_story.html?utm_term=.9a231e4faa1b# …,Campaign
""" @ CatOnGlass: 200,000 new followers for @ realDonaldTrump. From 10,800,000 to 11,000,000, All in the last ten days or so! # MAGA # AlwaysTrump",Campaign
# WheresHillary? Sleeping!!!!!,Hillary
"I have been drawing very big and enthusiastic crowds, but the media refuses to show or discuss them. Something very big is happening!",Fake News
"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!http://www.breitbart.com/2016-presidential-race/2016/08/20/la-times-poll-trump-takes-half-point-lead-clinton/ …",Campaign
"Just leaving Akron, Ohio, after a packed rally. Amazing people! Going now to Texas.",Campaign
Statement on Clinton Foundation: https://www.facebook.com/DonaldTrump/posts/10157542172590725 …,Hillary
Will be interviewed on @ foxandfriends at 8:30 A.M. Eastern. ENJOY!,Fox News
"Some day, when things calm down, I'll tell the real story of @ JoeNBC and his very insecure long-time girlfriend, @ morningmika. Two clowns!",Trump Attack
"Tried watching low-rated @ Morning_Joe this morning, unwatchable! @ morningmika is off the wall, a neurotic and not very bright mess!",Fake News
""" @ SinAbunz_TM: @ realDonaldTrump TRUMP VICTORY IN NOVEMBER! # MAGA # TrumpPence16""",Campaign
""" @ Jimbos2002: @ Morning_Joe Video: Hillary referring to blacks as super predators that need to be brought to heel. https://m.youtube.com/watch?v=ALXulk0T8cg …""",Hillary
"I heard that @ Morning_Joe was very nice on Friday but that little Donny D, a big failure in TV (& someone I helped), was nasty. Irrelevant!",Trump Attack
Crooked Hillary is flooding the airwaves with false and misleading ads - all paid for by her bosses on Wall Street. Media is protecting her!,Hillary
"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://instagram.com/p/BJdya79DXOF/ pic.twitter.com/7ImVH69fNb",Campaign
"Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://www.donaldjtrump.com/schedule/register/tampa-fl3/ …pic.twitter.com/lLyaW6nxsP",Campaign
"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!",Obama
"Hillary Clinton strongly stated that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!",Hillary
"It is being reported by virtually everyone, and is a fact, that the media pile on against me is the worst in American political history!",Fake News
"The @ WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!",Fake News
Thank you for your support! # AmericaFirst # ImWithYoupic.twitter.com/N8FShwYt2g,Campaign
"A great afternoon in Tampa, Florida. Thank you! # TrumpPence16pic.twitter.com/K5MBAcnfR1",Campaign
New national poll released. Join the MOVEMENT & together we will # MakeAmericaGreatAgain! http://www.DonaldJTrump.com pic.twitter.com/rnU1fkn274,Campaign
Great new poll Florida - thank you! # MakeAmericaGreatAgainpic.twitter.com/7TKpe388Bc,Campaign
"Thank you Travis County, Texas! # MakeAmericaGreatAgainpic.twitter.com/ZBnYzNb0eo",Campaign
"Will be participating in a Town Hall tonight on @ SeanHannity at 10pmE from Austin, Texas. Enjoy!pic.twitter.com/8ZBneb0pGk",Campaign
"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!http://www.snappytv.com/tc/2673821",Hillary
Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,Hillary
Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,Hillary
Just watched recap of # CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,Hillary
"So many in the African-American community are doing so badly, poverty and crime way up, employment and jobs way down: I will fix it, promise",Campaign
"Poll numbers are starting to look very good. Leading in Florida @ CNN Arizona and big jump in Utah. All numbers rising, national way up. Wow!",Campaign
""" @ Trump_Videos: . @ Nigel_Farage of the # brexit fame - We CAN do this! We can # MAGA with @ realDonaldTrump https://youtu.be/gSBDTfTfmJ8 """,Campaign
"Will be on # Hannity @10pE @ FoxNews- discussing various subjects including immigration-if elected, we will # BuildTheWall & enforce our laws!",Fox News
Join us via our new # AmericaFirst APP! # TrumpPence16 https://www.donaldjtrump.com/press-releases/trump-campaign-debuts-the-america-first-app1 …pic.twitter.com/0angXB2BrI,Campaign
"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! # ImWithYou",Campaign
"Thank you @ TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters! # MakeAmericaGreatAgainhttps://twitter.com/trumpflorida16/status/768933465685458950 …",Campaign
I will be interviewed by @ kimguilfoyle at 7pm on @ FoxNews. # Enjoy!,Fox News
Army training slide lists Hillary Clinton as insider threat: http://www.washingtonexaminer.com/army-slide-lists-clinton-as-insider-threat/article/2599956 …,Hillary
Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President:http://www.breitbart.com/2016-presidential-race/2016/08/23/meet-trumpocrats-lifelong-democrats-breaking-party-hillary-clinton-support-donald-trump-president/ …,Hillary
"""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"" # CrookedHillaryhttp://dailycaller.com/2016/08/25/hillary-clinton-deleted-emails-using-program-intended-to-prevent-recovery/ …",Hillary
"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?",Hillary
I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,Campaign
Wonderful @ pastormarkburns was attacked viciously and unfairly on @ MSNBC by crazy @ morningmika on low ratings @ Morning_Joe. Apologize!,Fake News
"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty, crime and educational statistics. I will fix it!",Campaign
"Crooked Hillary will NEVER be able to solve the problems of poverty, education and safety within the African-American & Hispanic communities",Hillary
The Clinton's are the real predators... https://instagram.com/p/BJkj25RD44E/,Hillary
"""Hillary Clinton needs to address the racist undertones of her 2008 campaign."" # FlashbackFridaypic.twitter.com/MJQp0rcnzH",Hillary
""" @ DonaldJTrumpJr: Company Gouging Price Of EpiPens Is A Clinton Foundation Donor And Partner http://dailycaller.com/2016/08/24/company-gouging-price-of-epipens-is-a-clinton-foundation-donor-and-partner/ … via dailycaller""",Hillary
""" @ foxnation: Flashback: Hillary Clinton Praised Former KKK Member Robert Byrd as 'Friend and Mentor': http://bit.ly/2bmuqej """,Hillary
CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://www.facebook.com/DonaldTrump/posts/10157565569645725 …,Hillary
"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!",Hillary
Thank you Iowa! # ImWithYoupic.twitter.com/3BIF6jBTkk,Campaign
Just landed in Iowa to attend a great event in honor of wonderful Senator @ JoniErnst. Look forward to being with all of my friends.,Campaign
Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,Campaign
"""@GoldJazz559: # BlackMenForBernie Leader: # Hillary2016 ‘No Regard For Black Race’ http://dailycaller.com/2016/06/06/black-men-for-bernie-leader-hillary-has-no-regard-for-the-black-race/ … via @ dailycaller # BlacksForTrump",Democrats
""" @ DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump. @ CNN, she forgot how she said a KKK member was her mentor.",Hillary
Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border & WALL!,Campaign
New polls - join the MOVEMENT today. http://www.DonaldJTrump.com # ImWithYoupic.twitter.com/numII7W99T,Campaign
"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds, looking for a larger venue.",Campaign
"I think that both candidates, Crooked Hillary and myself, should release detailed medical records. I have no problem in doing so! Hillary?",Hillary
Thank you Arizona! # VoteTrumppic.twitter.com/v8VLxdd0fO,Campaign
"Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://www.donaldjtrump.com/schedule/register/everett-wa/ …pic.twitter.com/sn08gnd0lq",Campaign
""" @ LindaHarden: @ realDonaldTrump America loves Trump and @ mike_pence -- praying for you every day. Stay strong. # TrumpPence2016 # NeverHillary",Campaign
# MakeAmericaGreatAgain # ImWithYoupic.twitter.com/IoYMdjvWHf,Campaign
We will repeal and replace the horrible disaster known as # Obamacare!pic.twitter.com/YzRTPrqrNC,Obama
# CrookedHillarypic.twitter.com/vXhcC8PaPy,Hillary
"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities, they want TRUMP!",Hillary
"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or, as stated by Bernie S, she has BAD JUDGEMENT",Hillary
"Does anyone know that Crooked Hillary, who tried so hard, was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere",Hillary
""" @ PMNOrlando: @ realDonaldTrump I know of NO ONE voting for Crooked Hillary! Her rallies are held in (blank) & she still has room.",Hillary
""" @ Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems https://shar.es/1w66Vf via @ gatewaypundit",Campaign
Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,Campaign
"Look how bad it is getting! How much more crime, how many more shootings, will it take for African-Americans and Latinos to vote Trump=SAFE!",Campaign
Thank you North Carolina! # MAGApic.twitter.com/1oWrFnHe0u,Campaign
Thank you America! # MAGA https://instagram.com/p/BJvyloZD0yo/ pic.twitter.com/ePJW9jLckM,Campaign
""" @ meequalsfree: Looking forward to seeing you again! Everett to be a packed house! @ realDonaldTrump @ mike_pence""",Campaign
"From day one I said that I was going to build a great wall on the SOUTHERN BORDER, and much more. Stop illegal immigration. Watch Wednesday!",Campaign
"Join me this Thursday in Wilmington, Ohio at noon! # ImWithYou Tickets: https://www.donaldjtrump.com/schedule/register/wilmington-oh/ …pic.twitter.com/fDAJl5wVGe",Campaign
"Join me this Wednesday in Phoenix, Arizona at 6pm! # ImWithYou Tickets: https://www.donaldjtrump.com/schedule/register/phoenix-az2/ …pic.twitter.com/VwKnxo1TNQ",Campaign
"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! # ImWithYou # AmericaFirstpic.twitter.com/CWDQnISYH4",Campaign
I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! # ImWithYoupic.twitter.com/TUgccsxvoy,Campaign
Poll numbers way up - making big progress!,Campaign
Thank you to @ foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!,Fox News
Mexico will pay for the wall!,Campaign
"Under a Trump administration, it's called # AmericaFirst! # ImWithYouhttp://www.snappytv.com/tc/2711850",Campaign
Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! # AmericaFirsthttp://www.snappytv.com/tc/2711885,Hillary
There will be no amnesty! # MakeAmericaGreatAgain # ImWithYouhttp://www.snappytv.com/tc/2711865,Campaign
Mexico will pay for the wall - 100%! # MakeAmericaGreatAgain # ImWithYouhttp://www.snappytv.com/tc/2711677,Campaign
Just arrived in Arizona! # ImWithYou https://www.facebook.com/DonaldTrump/posts/10157608417635725:0 …,Campaign
Great trip to Mexico today - wonderful leadership and high quality people! Look forward to our next meeting.,Campaign
"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",Hillary
# AmericaFirst # ImWithYoupic.twitter.com/Gtl7DyQkzt,Campaign
Great new poll Iowa - thank you! # MakeAmericaGreatAgain # ImWithYoupic.twitter.com/7hupah1RQN,Campaign
"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!",Campaign
People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to # MAGA!,Campaign
Just heard that crazy and very dumb @ morningmika had a mental breakdown while talking about me on the low ratings @ Morning_Joe. Joe a mess!,Fake News
". @ CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.",Fake News
"Great visit to Detroit church, fantastic reception, and all @ CNN talks about is a small protest outside. Inside a large and wonderful crowd!",Campaign
"I am returning to the Pensacola Bay Center in Florida- Friday, 9/9/16 at 7pm. Join me! https://www.donaldjtrump.com/schedule/register/pensacola-fl1/ …pic.twitter.com/wAePlfS0JL",Campaign
"Thank you Great Faith Ministries International, Bishop Wayne T. Jackson, and Detroit!http://www.snappytv.com/tc/2727709",Campaign
"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?",Hillary
"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T""",Democrats
The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,Hillary
"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!",Campaign
"The Republican Party needs strong and committed leaders, not weak people such as @ JeffFlake, if it is going to stop illegal immigration.",Campaign
""" @ AnneBellar: @ realDonaldTrump @ CNN CNN is so biased. Never ever watch them. Trump 2016!!""",Fake News
Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,Hillary
"Wow, the failing @ nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source",Fake News
Thank you Ohio! # AmericaFirstpic.twitter.com/p68GAJdhwu,Campaign
"Heading to Youngstown, Ohio now- some great polls. # AmericaFirstpic.twitter.com/cGwDLSOFUt",Campaign
Thank you American Legion Post 610- for hosting @ Mike_Pence & I for a roundtable with labor leaders. # LaborDay # MAGApic.twitter.com/r0cwJlV38L,Campaign
# LaborDay # AmericaFirst Video: https://www.facebook.com/DonaldTrump/videos/10157627283230725/ …pic.twitter.com/ZqRtbV4KRI,Campaign
Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac!http://nypost.com/2016/09/03/this-is-our-country-tempers-flare-as-obama-arrives-in-china/ …,Obama
President Obama & Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,Obama
""" @ OSPREY675: @ Miami4Trump I followed you because you are a patriot & support @ realDonaldTrump, as do I. # MAGA by sticking together.",Campaign
""" @ tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @ realDonaldTrump fan. Love it.""",Campaign
""" @ ronnieclemmons: @ ChrisCJackson @ TakouiS @ realDonaldTrump Trump now leads her by 2 - get real, she will lose big""",Campaign
""" @ lblackvelvet: @ realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",Campaign
""" @ CherNuna: @ realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that.",Hillary
"Great meeting with military spouses in Virginia- joined by @ IvankaTrump, @ LaraLeaTrump, @ GenFlynn & @ MayorRGiuliani.pic.twitter.com/00GNH9nLet",Campaign
"Thank you to all of our amazing military families, service members, and veterans. # ImWithYoupic.twitter.com/RmQJt0Wxcq",Campaign
"Join me in Pensacola, Florida this Friday at 7pm! # VoteTrump https://www.donaldjtrump.com/schedule/register/pensacola-fl1/ …pic.twitter.com/0ciDCuoFeO",Campaign
"Mainstream media never covered Hillary’s massive “hacking” or coughing attack, yet it is #1 trending. What’s up?",Hillary
Thank you! # AmericaFirstpic.twitter.com/6v4C8ykDVl,Campaign
"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!",Obama
"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!",Campaign
"Thank you Peter - if elected, I will think big for our country & never let the American people down! # AmericaFirsthttps://www.washingtonpost.com/opinions/peter-thiel-trump-has-taught-us-this-years-most-important-political-lesson/2016/09/06/84df8182-738c-11e6-8149-b8d05321db62_story.html?postshare=541473247265202&tid=ss_tw …",Campaign
"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me! http://bit.ly/2ciou6wFLORIDA pic.twitter.com/LYmpRyY0Hq",Campaign
"'Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' # AmericaFirst # MAGAhttp://m.washingtontimes.com/news/2016/sep/7/donald-trump-leads-hillary-clinton-19-points-among/ …",Campaign
Thank you North Carolina- get out & # VoteTrump on 11/8/2016! # MakeAmericaGreatAgainpic.twitter.com/HX2LRYs4Vq,Campaign
