state,startdate,enddate,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id
Georgia,09-07-2016,13-09-2016,38.03502,47.55125,4.104915,45752
New Hampshire,22-06-2016,23-06-2016,42.87778,40.59995,,44434
New Hampshire,08-05-2016,25-08-2016,32.48106,48.88986,,45022
U.S.,09-09-2016,15-09-2016,45.52054,44.62596,,45876
Delaware,17-08-2016,23-08-2016,42.88997,31.9625,5.881874,45548
U.S.,10-02-2016,10-04-2016,46.08409,41.24598,2.646538,46513
U.S.,22-09-2016,28-09-2016,44.70643,44.34779,,46287
Washington,09-07-2016,13-09-2016,51.33976,32.67793,6.754915,45789
Mississippi,24-08-2016,30-08-2016,32.26477,56.11893,3.133715,45515
Georgia,19-08-2016,09-01-2016,40.45139,47.16848,,45286
Minnesota,19-08-2016,09-01-2016,41.35281,33.29052,,45298
U.S.,19-08-2016,23-08-2016,42.3967,37.68624,3.439192,44996
Pennsylvania,14-09-2016,20-09-2016,41.83183,43.84682,3.909548,45986
West Virginia,17-08-2016,23-08-2016,32.99164,56.21998,1.811873,45589
U.S.,09-08-2016,14-09-2016,45.31469,44.80798,,45821
Pennsylvania,09-02-2016,09-08-2016,48.87589,44.58357,,45675
Pennsylvania,07-05-2016,07-10-2016,45.26245,40.82263,3.015883,44574
U.S.,15-08-2016,15-08-2016,47.71262,45.22085,4.934123,44898
Michigan,23-03-2016,24-03-2016,45.02264,36.95943,,36658
New Hampshire,04-11-2016,16-04-2016,35.47138,33.84234,,44039
West Virginia,29-07-2016,18-08-2016,38.44733,50.40301,,44981
Georgia,05-09-2016,05-12-2016,41.65908,48.29287,,44058
U.S.,21-09-2016,27-09-2016,44.44984,44.33805,,46168
Connecticut,31-08-2016,09-06-2016,46.13918,35.09148,6.352119,45446
Ohio,14-09-2016,20-09-2016,40.86319,40.60557,4.139548,45983
Arkansas,24-08-2016,30-08-2016,39.06769,50.97871,0.6737152,45492
U.S.,30-09-2016,10-02-2016,45.28218,43.20319,2.511488,46332
Illinois,03-04-2016,03-10-2016,54.50343,34.91234,,36597
South Carolina,08-05-2016,25-08-2016,45.23301,46.98977,,45030
Oregon,05-10-2016,13-05-2016,41.99027,43.49139,,44162
Arizona,26-08-2016,09-08-2016,39.10095,46.07766,,45642
Arizona,04-04-2016,04-11-2016,41.5202,39.50903,,42742
Mississippi,28-03-2016,30-03-2016,41.3041,48.72991,,36696
U.S.,09-07-2016,13-09-2016,41.94905,42.23352,4.514915,45741
Massachusetts,19-08-2016,09-01-2016,47.70414,32.73935,,45296
U.S.,18-08-2016,22-08-2016,43.34043,36.46611,3.8478,44923
Texas,26-08-2016,09-01-2016,31.47544,49.1377,,45313
U.S.,09-07-2016,13-09-2016,45.57688,45.00661,,45804
Nebraska,08-05-2016,25-08-2016,43.73473,42.2494,,45020
South Dakota,17-08-2016,23-08-2016,40.55028,34.72294,9.311874,45581
Mississippi,29-07-2016,18-08-2016,37.71409,53.41479,,44961
Montana,24-08-2016,30-08-2016,39.91405,42.2024,4.423716,45516
Arkansas,08-05-2016,25-08-2016,38.78165,48.90831,,45000
U.S.,20-09-2016,26-09-2016,44.6368,43.7747,,46162
U.S.,13-10-2016,14-10-2016,38.62457,38.84594,4.492669,47013
Maine,08-05-2016,25-08-2016,37.93467,41.17957,,45013
Ohio,09-02-2016,09-08-2016,47.0536,45.7267,,45672
Colorado,09-07-2016,13-09-2016,43.64196,37.23688,8.144915,45747
Rhode Island,08-10-2016,16-08-2016,41.36574,37.33568,6.20027,45629
Oklahoma,24-08-2016,30-08-2016,36.01016,45.56671,8.673716,45526
South Carolina,31-08-2016,09-06-2016,37.44203,48.27187,4.07212,45479
North Carolina,09-07-2016,13-09-2016,39.75538,45.82233,3.764915,45769
U.S.,29-09-2016,10-01-2016,46.37727,41.18309,2.445169,46333
Michigan,09-07-2016,13-09-2016,41.91046,39.21982,2.984915,45764
New York,22-03-2016,29-03-2016,53.13738,35.47621,,36672
Wisconsin,19-08-2016,09-01-2016,37.20559,38.76679,,45318
U.S.,17-06-2016,20-06-2016,50.32653,42.52651,,44376
Arizona,09-07-2016,13-09-2016,41.27866,42.76449,6.704915,45745
U.S.,09-06-2016,09-12-2016,44.25136,46.0142,,45794
Maryland,31-08-2016,09-06-2016,54.25262,31.88299,3.032119,45459
U.S.,19-09-2016,25-09-2016,44.37364,43.89955,,46034
U.S.,24-08-2016,26-08-2016,43.91924,43.75143,2.313747,45040
North Carolina,26-08-2016,09-08-2016,45.62257,44.93047,,45671
Florida,14-09-2016,20-09-2016,37.33815,50.99732,4.419548,45957
Oregon,31-08-2016,09-06-2016,46.3405,37.01727,4.462119,45476
Texas,14-09-2016,20-09-2016,35.98586,50.17599,3.969548,45991
Illinois,26-08-2016,09-01-2016,49.73242,37.17933,,45288
U.S.,17-08-2016,21-08-2016,43.26342,36.86226,4.45575,44924
Iowa,31-08-2016,09-06-2016,43.81932,38.92685,6.332119,45451
U.S.,30-07-2016,08-01-2016,43.97513,41.29155,5.60745,44743
Idaho,29-07-2016,18-08-2016,28.49448,44.78103,,44949
Kansas,08-05-2016,25-08-2016,35.55986,48.22947,,45010
Tennessee,31-08-2016,09-06-2016,37.87422,52.01099,4.802119,45481
Louisiana,24-08-2016,30-08-2016,30.6661,57.8532,2.983715,45507
U.S.,09-05-2016,09-11-2016,44.32089,45.87817,,45710
Missouri,09-07-2016,13-09-2016,41.58376,41.38325,4.764915,45766
North Dakota,08-10-2016,16-08-2016,28.99595,52.94513,2.94027,45618
Oklahoma,08-05-2016,25-08-2016,30.38793,54.76337,,45027
Connecticut,04-10-2016,04-11-2016,46.26893,39.67954,,36738
Illinois,14-09-2016,20-09-2016,46.09233,37.27026,4.469548,45962
Indiana,09-07-2016,13-09-2016,38.10764,39.55115,7.254915,45757
U.S.,16-08-2016,20-08-2016,43.67881,37.67144,3.861753,44925
Massachusetts,04-01-2016,04-10-2016,59.14471,30.06404,,44030
New York,26-08-2016,09-01-2016,50.27776,29.50425,,45305
U.S.,23-08-2016,24-08-2016,44.84709,41.39198,5.429982,44985
Alaska,08-10-2016,16-08-2016,38.63288,38.22343,6.88027,45591
Virginia,09-07-2016,13-09-2016,44.37406,39.37134,4.694915,45787
Iowa,08-05-2016,25-08-2016,42.2195,40.77095,,45009
New Mexico,24-08-2016,30-08-2016,43.5597,36.71936,12.35372,45522
U.S.,18-09-2016,24-09-2016,44.27083,43.98642,,46021
Oregon,08-12-2016,09-01-2016,43.78478,40.09674,,45309
Wisconsin,04-12-2016,15-04-2016,45.41491,37.54282,,42214
U.S.,09-04-2016,09-10-2016,43.86517,46.2414,,45709
Nevada,08-05-2016,25-08-2016,39.67756,39.60319,,45021
Michigan,26-08-2016,09-08-2016,42.00152,41.22913,,45660
New Jersey,09-07-2016,13-09-2016,43.61339,42.20259,2.464915,45773
New Hampshire,29-07-2016,18-08-2016,39.34458,40.77522,,44966
Nevada,24-08-2016,30-08-2016,41.77664,42.55426,6.683715,45523
Nebraska,24-08-2016,30-08-2016,36.14803,43.07547,6.003716,45519
Maine,08-10-2016,16-08-2016,52.29926,27.62948,1.47027,45611
Florida,09-02-2016,09-08-2016,47.2615,48.1099,,45648
Massachusetts,31-08-2016,09-06-2016,51.64487,33.24181,5.40212,45458
U.S.,15-07-2016,17-07-2016,43.92197,41.91802,2.682818,44618
New York,14-09-2016,20-09-2016,48.69112,36.15947,3.109549,45982
Alabama,31-08-2016,09-06-2016,28.36169,63.61662,1.98212,45441
Wyoming,08-10-2016,16-08-2016,28.81105,50.4876,10.71027,45640
U.S.,15-08-2016,19-08-2016,41.68591,38.28127,3.767771,44926
Virginia,19-08-2016,09-01-2016,49.55273,37.24545,,45315
California,14-09-2016,20-09-2016,53.52455,35.98363,3.229548,45951
Nebraska,29-07-2016,18-08-2016,33.32497,50.42421,,44964
Minnesota,08-12-2016,25-08-2016,42.65553,35.44436,,45017
Connecticut,08-05-2016,25-08-2016,49.59801,39.22765,,45003
Indiana,08-12-2016,25-08-2016,32.45422,55.37041,,45008
U.S.,15-05-2016,19-05-2016,46.23072,47.05513,,44094
U.S.,09-03-2016,09-09-2016,44.45348,45.82386,,45708
Wisconsin,09-07-2016,13-09-2016,44.77618,35.33062,3.854915,45790
Alabama,08-05-2016,25-08-2016,41.61459,49.52287,,44998
Missouri,08-12-2016,25-08-2016,38.933,46.94301,,45019
Tennessee,08-12-2016,25-08-2016,32.2358,46.76698,,45031
Georgia,31-08-2016,09-06-2016,38.97369,48.83105,2.472119,45449
Texas,08-12-2016,18-08-2016,31.36243,47.03259,,44977
Mississippi,17-08-2016,23-08-2016,29.91586,61.9714,-0.9581267,45565
South Dakota,08-10-2016,16-08-2016,31.51668,44.39667,5.34027,45631
Idaho,17-08-2016,23-08-2016,33.18518,45.2703,8.701874,45553
U.S.,17-09-2016,23-09-2016,45.34958,42.88976,,46017
U.S.,14-08-2016,18-08-2016,42.20041,37.27672,4.17398,44895
South Carolina,24-08-2016,30-08-2016,38.88326,49.94926,2.843715,45530
U.S.,28-09-2016,30-09-2016,47.48018,40.15593,3.385059,46334
Kentucky,08-05-2016,25-08-2016,42.50001,46.77175,,45011
Arkansas,17-08-2016,23-08-2016,34.74319,48.49733,5.661873,45543
Louisiana,08-05-2016,25-08-2016,38.92975,51.75811,,45012
U.S.,26-09-2016,10-02-2016,46.08933,41.23193,3.860497,46444
U.S.,09-02-2016,09-08-2016,44.62291,45.47361,,45701
U.S.,25-09-2016,27-09-2016,44.76686,42.07593,4.222986,46173
Pennsylvania,09-07-2016,13-09-2016,40.77694,44.21029,5.364915,45780
U.S.,27-09-2016,29-09-2016,46.57594,39.13004,4.325915,46309
New Hampshire,08-10-2016,16-08-2016,58.67,31.0758,5.86027,45620
Michigan,03-01-2016,03-03-2016,48.96285,38.37245,,36543
Texas,19-08-2016,25-08-2016,31.55627,45.87061,,45032
Minnesota,09-07-2016,13-09-2016,41.8716,33.80956,7.494915,45765
Hawaii,08-10-2016,16-08-2016,60.263,32.92876,1.16027,45601
U.S.,16-09-2016,22-09-2016,45.42654,42.45865,,46015
Vermont,08-10-2016,16-08-2016,66.93093,19.54829,7.43027,45636
U.S.,26-09-2016,28-09-2016,43.66663,41.10754,4.278852,46296
Kentucky,24-08-2016,30-08-2016,44.00668,41.08117,1.783715,45506
Connecticut,24-08-2016,30-08-2016,48.26067,34.44928,3.683715,45496
U.S.,24-09-2016,26-09-2016,44.86939,43.03828,3.179003,46227
Minnesota,31-08-2016,09-06-2016,42.10816,35.42646,6.52212,45462
Illinois,08-12-2016,18-08-2016,55.46743,31.00107,,44950
Washington,31-08-2016,09-06-2016,49.11074,34.25647,5.682119,45486
U.S.,13-08-2016,17-08-2016,41.02964,39.15371,4.088717,44896
District of Columbia,08-10-2016,16-08-2016,51.35764,35.08875,2.22027,45684
Maine,29-07-2016,18-08-2016,31.95987,38.83227,,44956
U.S.,15-09-2016,21-09-2016,45.02735,43.0211,,45932
U.S.,31-08-2016,09-06-2016,45.39649,44.47815,,45428
Georgia,08-12-2016,25-08-2016,42.45037,46.94051,,45005
Washington,08-12-2016,25-08-2016,48.72281,33.74828,,45035
Alabama,24-08-2016,30-08-2016,24.19288,64.38946,3.783715,45491
Arkansas,29-07-2016,18-08-2016,39.01404,46.26977,,44942
Texas,09-07-2016,13-09-2016,35.973,47.76231,4.884915,45785
Massachusetts,08-12-2016,25-08-2016,45.82072,33.91433,,45015
Florida,09-07-2016,13-09-2016,38.10884,49.15867,3.434915,45751
Maryland,24-08-2016,30-08-2016,53.13395,32.8158,2.773715,45509
California,26-08-2016,09-01-2016,62.73346,25.02133,,45282
U.S.,31-08-2016,09-06-2016,42.22047,42.04687,4.78212,45423
New York,08-12-2016,18-08-2016,51.7501,31.60516,,44969
U.S.,08-12-2016,16-08-2016,41.47398,39.0146,4.808912,44897
Ohio,09-07-2016,13-09-2016,38.41514,42.47871,4.244915,45777
Nevada,29-07-2016,18-08-2016,38.69872,39.43657,,44965
Illinois,09-07-2016,13-09-2016,45.04253,37.52091,4.354915,45756
Colorado,31-08-2016,09-06-2016,44.89004,37.14779,8.94212,45445
Nevada,17-08-2016,23-08-2016,37.24087,50.45884,5.251873,45573
U.S.,14-09-2016,20-09-2016,44.19515,44.0009,,45909
Kansas,29-07-2016,18-08-2016,35.13963,48.08501,,44953
U.S.,13-05-2016,17-05-2016,47.98601,44.226,,44086
Kansas,24-08-2016,30-08-2016,51.29445,35.37209,6.413715,45505
Oklahoma,17-08-2016,23-08-2016,31.50635,51.02209,7.891874,45576
Arizona,31-08-2016,09-06-2016,42.31256,43.1044,5.77212,45443
U.S.,23-07-2016,24-07-2016,45.36737,41.12175,2.65316,44678
U.S.,29-03-2016,31-03-2016,47.66087,44.20262,,36697
U.S.,18-08-2016,20-08-2016,43.69082,43.11996,2.335602,44901
Montana,17-08-2016,23-08-2016,43.27537,37.34057,6.351874,45566
U.S.,23-09-2016,25-09-2016,43.95378,43.02952,3.139282,46226
Delaware,08-10-2016,16-08-2016,41.17063,41.79729,3.92027,45598
New York,19-08-2016,25-08-2016,53.47619,32.68582,,45024
Georgia,31-03-2016,04-03-2016,47.7185,39.23922,,42188
Illinois,19-08-2016,25-08-2016,52.29223,27.00594,,45007
Iowa,29-07-2016,18-08-2016,40.27827,42.98806,,44952
New Jersey,04-01-2016,04-08-2016,48.43861,40.39681,,42184
Florida,06-10-2016,16-06-2016,46.57651,39.20007,1.895672,44408
U.S.,30-08-2016,09-05-2016,46.65258,43.39975,,45422
New Mexico,17-08-2016,23-08-2016,48.94239,34.2511,15.76187,45572
Oklahoma,29-07-2016,18-08-2016,27.50097,59.06378,,44972
Pennsylvania,26-08-2016,09-01-2016,47.77843,42.21104,,45310
Wisconsin,08-12-2016,25-08-2016,35.56858,40.35925,,45037
West Virginia,08-10-2016,16-08-2016,41.12951,48.32061,3.44027,45639
Maryland,08-05-2016,25-08-2016,52.53668,31.93991,,45014
Oregon,08-05-2016,25-08-2016,44.20159,37.96068,,45028
U.S.,08-11-2016,15-08-2016,41.83287,38.25,5.126197,44865
Oregon,24-08-2016,30-08-2016,49.95197,36.81338,6.053715,45527
Idaho,18-05-2016,06-04-2016,31.35406,51.66986,,44359
Indiana,31-08-2016,09-06-2016,36.50447,43.88243,5.74212,45454
U.S.,15-06-2016,26-06-2016,47.09457,40.36742,6.220247,44516
U.S.,29-08-2016,09-04-2016,47.09718,43.82869,,45342
Arizona,19-08-2016,09-01-2016,40.83073,44.94608,,45280
South Carolina,29-07-2016,18-08-2016,40.39884,51.5858,,44975
Missouri,17-03-2016,24-03-2016,39.03915,41.86995,,36704
Massachusetts,24-08-2016,30-08-2016,56.50653,32.76542,2.983715,45508
Tennessee,24-08-2016,30-08-2016,34.37556,53.17575,3.033715,45532
Indiana,18-04-2016,21-04-2016,35.6953,49.36974,,42717
Missouri,31-08-2016,09-06-2016,42.7719,39.53798,4.472119,45463
New York,09-07-2016,13-09-2016,47.11542,39.53592,1.574915,45776
U.S.,13-09-2016,19-09-2016,43.75554,44.74973,,45892
North Carolina,31-08-2016,09-06-2016,37.41859,47.24406,4.412119,45466
Louisiana,17-08-2016,23-08-2016,27.98513,60.39528,-0.7681267,45558
California,16-03-2016,23-03-2016,55.00032,30.8504,,36654
Louisiana,29-07-2016,18-08-2016,37.52554,49.81423,,44955
Virginia,31-08-2016,09-06-2016,43.42172,37.65479,7.882119,45484
California,09-07-2016,13-09-2016,50.67914,34.5405,5.114915,45746
U.S.,28-08-2016,09-03-2016,47.91707,42.87303,,45327
U.S.,14-05-2016,17-05-2016,43.17259,47.50455,5.609265,44082
Florida,17-05-2016,18-05-2016,46.3994,43.02721,,44144
Michigan,31-08-2016,09-06-2016,42.58294,37.706,3.71212,45461
Ohio,26-08-2016,09-01-2016,42.73765,46.33293,,45307
Louisiana,05-05-2016,05-06-2016,35.51064,53.45286,,44043
Missouri,08-05-2016,18-08-2016,45.1172,42.4548,,44962
New Jersey,31-08-2016,09-06-2016,43.40804,41.63445,2.452119,45470
North Carolina,19-08-2016,09-01-2016,48.4836,44.23886,,45306
Indiana,08-05-2016,18-08-2016,34.41931,54.5806,,44951
U.S.,08-10-2016,14-08-2016,42.80524,38.48072,5.044329,44866
U.S.,21-07-2016,22-07-2016,50.81656,50.04035,,44668
Florida,26-08-2016,09-01-2016,48.58527,45.69451,,45285
U.S.,07-09-2016,07-11-2016,43.94715,41.97129,2.725456,44570
Kansas,17-08-2016,23-08-2016,47.32724,35.99339,5.381874,45556
U.S.,22-09-2016,24-09-2016,44.03617,43.02161,3.099715,46225
U.S.,09-12-2016,18-09-2016,43.15191,45.43086,,45883
California,08-12-2016,18-08-2016,62.68561,27.81289,,44943
U.S.,27-08-2016,09-02-2016,47.79168,42.50428,,45326
U.S.,19-03-2016,22-03-2016,51.75534,36.31311,,36649
U.S.,15-08-2016,16-08-2016,43.31237,43.09141,5.468127,44886
U.S.,30-08-2016,09-01-2016,45.57153,38.81235,4.400216,46205
U.S.,08-09-2016,13-08-2016,43.08503,38.9031,5.162604,44867
Iowa,24-08-2016,30-08-2016,41.11078,41.65015,4.053715,45501
Colorado,08-05-2016,25-08-2016,41.32045,40.10231,,45002
Georgia,24-08-2016,30-08-2016,32.99491,52.21769,4.803715,45499
U.S.,05-06-2016,05-09-2016,43.74216,41.82866,1.141474,44036
Nebraska,17-08-2016,23-08-2016,31.7613,47.32448,7.221874,45569
Pennsylvania,08-12-2016,18-08-2016,45.00674,46.63142,,44974
Wisconsin,31-08-2016,09-06-2016,48.31198,37.62548,4.24212,45487
U.S.,09-11-2016,17-09-2016,43.02726,45.38929,,45880
U.S.,26-08-2016,09-01-2016,47.51702,42.86022,,45325
Tennessee,08-05-2016,18-08-2016,34.74992,44.5089,,44976
Connecticut,17-08-2016,23-08-2016,51.2715,35.77974,4.641874,45547
U.S.,08-08-2016,08-12-2016,42.77531,39.32241,4.687695,44868
New Jersey,08-12-2016,25-08-2016,48.18272,35.30133,,45023
U.S.,09-10-2016,16-09-2016,43.28586,44.93201,,45875
Michigan,19-08-2016,09-01-2016,40.68146,42.59489,,45297
Minnesota,08-05-2016,18-08-2016,40.95401,35.28642,,44960
Massachusetts,08-05-2016,18-08-2016,51.75731,31.49776,,44958
Washington,24-08-2016,30-08-2016,48.08224,35.83532,6.133715,45537
Virginia,08-12-2016,25-08-2016,46.83856,37.51344,,45034
Wisconsin,30-03-2016,04-03-2016,44.65804,36.10681,,36686
Kentucky,17-08-2016,23-08-2016,42.03202,48.65057,3.581873,45557
U.S.,21-09-2016,23-09-2016,44.11042,42.02386,5.067748,46224
Pennsylvania,31-08-2016,09-06-2016,40.29373,42.88147,6.672119,45477
Michigan,08-09-2016,08-10-2016,44.24069,36.40319,5.631274,44876
South Carolina,17-08-2016,23-08-2016,34.05234,48.0111,4.981874,45580
Alabama,29-07-2016,18-08-2016,35.75131,56.1875,,44940
U.S.,17-04-2016,20-04-2016,44.73498,43.84291,,42731
Idaho,08-10-2016,16-08-2016,30.89204,50.11307,11.11027,45603
Ohio,08-12-2016,18-08-2016,44.43152,40.01859,,44971
U.S.,19-09-2016,21-09-2016,43.21369,44.06139,3.97859,46222
Washington,08-05-2016,18-08-2016,44.50828,35.15574,,44980
Ohio,16-05-2016,19-05-2016,43.61419,39.36713,,44113
U.S.,20-04-2016,24-04-2016,48.52776,40.12393,,42737
Georgia,15-05-2016,15-05-2016,39.67659,44.05931,,44080
U.S.,18-09-2016,20-09-2016,44.22996,45.0996,2.932957,46221
U.S.,20-09-2016,22-09-2016,44.1764,42.02952,4.018195,46223
U.S.,25-08-2016,31-08-2016,46.88095,43.47429,,45270
U.S.,09-09-2016,15-09-2016,43.1094,45.14214,,45819
Connecticut,29-07-2016,18-08-2016,49.30589,38.79615,,44945
U.S.,17-03-2016,20-03-2016,43.04733,39.25823,5.504868,36648
California,19-08-2016,25-08-2016,60.70179,26.12325,,45001
Ohio,31-08-2016,09-06-2016,36.46636,43.90155,5.44212,45474
U.S.,08-07-2016,08-11-2016,41.86633,39.23574,4.313135,44841
Mississippi,08-10-2016,16-08-2016,23.89668,61.9749,3.26027,45615
U.S.,17-09-2016,19-09-2016,44.25105,44.14233,2.888175,46220
New York,31-08-2016,09-06-2016,44.75816,37.30276,3.092119,45473
U.S.,24-08-2016,30-08-2016,43.34185,41.32761,4.593715,45249
Texas,21-02-2016,22-02-2016,40.33014,45.73233,,36436
Nevada,08-10-2016,16-08-2016,38.49059,45.28559,8.840269,45623
U.S.,24-08-2016,30-08-2016,47.44512,43.55615,,45265
U.S.,09-08-2016,14-09-2016,43.41354,44.98417,,45802
Arizona,03-07-2016,03-11-2016,37.40892,40.03252,,36621
Georgia,08-05-2016,18-08-2016,40.831,47.12074,,44948
Pennsylvania,19-08-2016,25-08-2016,49.45995,43.99151,,45029
Texas,31-08-2016,09-06-2016,37.82109,47.89694,5.11212,45482
New York,04-06-2016,04-07-2016,52.39552,35.70338,,36703
U.S.,07-02-2016,07-04-2016,45.83613,41.99392,1.762335,44511
Kentucky,29-07-2016,18-08-2016,40.37223,48.72345,,44954
U.S.,13-09-2016,15-09-2016,45.35886,40.26842,3.762512,46216
Alabama,17-08-2016,23-08-2016,24.87289,65.31694,1.421873,45542
U.S.,16-09-2016,18-09-2016,44.26852,43.1818,3.84576,46219
Illinois,31-08-2016,09-06-2016,42.27261,37.67076,5.15212,45453
U.S.,15-09-2016,17-09-2016,44.29984,42.20157,3.811789,46218
U.S.,09-07-2016,13-09-2016,44.07574,44.48279,,45735
Ohio,19-08-2016,25-08-2016,46.77687,41.34166,,45026
Minnesota,24-08-2016,30-08-2016,45.7896,33.56694,5.363715,45512
U.S.,23-08-2016,29-08-2016,48.23868,44.50747,,45241
Tennessee,17-08-2016,23-08-2016,33.07109,55.1442,3.541873,45582
Wisconsin,08-05-2016,18-08-2016,36.95758,38.10036,,44982
Massachusetts,17-08-2016,23-08-2016,58.33208,31.69058,3.451874,45559
U.S.,14-09-2016,16-09-2016,44.33443,40.22091,3.788296,46217
Arizona,08-12-2016,25-08-2016,42.39438,46.87519,,44999
Maryland,17-08-2016,23-08-2016,51.26988,34.72237,4.541873,45560
Wisconsin,28-03-2016,30-03-2016,49.98172,44.17822,5.554374,42178
U.S.,09-06-2016,09-12-2016,44.85021,43.67039,,45718
Florida,19-08-2016,25-08-2016,49.30492,43.24172,,45004
U.S.,08-06-2016,08-10-2016,41.26225,39.14464,4.433774,44842
U.S.,08-11-2016,14-08-2016,43.24824,40.61972,3.406049,44849
North Carolina,24-08-2016,30-08-2016,40.95986,45.73928,5.503716,45517
Virginia,24-08-2016,30-08-2016,45.83305,38.49842,6.133715,45535
U.S.,06-02-2016,06-05-2016,42.6973,39.97282,3.582142,44362
Colorado,24-08-2016,30-08-2016,46.4715,32.75114,7.383715,45495
U.S.,09-08-2016,09-10-2016,45.45472,41.47243,2.587487,46211
Florida,25-04-2016,27-04-2016,48.48164,39.45675,,44009
Florida,08-12-2016,18-08-2016,48.35996,43.42736,,44947
U.S.,09-09-2016,09-11-2016,45.44078,41.42537,2.621127,46212
U.S.,08-05-2016,08-09-2016,42.85164,37.34995,4.861123,44843
Florida,31-08-2016,09-06-2016,38.71924,48.37935,4.252119,45448
North Carolina,08-12-2016,25-08-2016,47.451,45.12895,,45025
U.S.,28-04-2016,05-01-2016,53.45103,41.75056,,44013
U.S.,22-08-2016,28-08-2016,48.36721,44.29354,,45147
New Jersey,24-08-2016,30-08-2016,45.28945,37.7713,3.593715,45521
Georgia,17-08-2016,23-08-2016,34.52414,53.20881,4.461874,45550
Oklahoma,08-10-2016,16-08-2016,33.90925,48.64219,8.88027,45626
U.S.,09-12-2016,14-09-2016,46.37989,40.30357,2.728027,46215
Arizona,24-08-2016,30-08-2016,44.64397,40.99985,4.603715,45493
Oregon,17-08-2016,23-08-2016,45.23315,34.58223,4.711874,45577
North Carolina,04-10-2016,15-04-2016,44.68796,42.99425,,42209
U.S.,09-05-2016,09-11-2016,46.52975,42.02436,,45703
Missouri,24-08-2016,30-08-2016,44.49323,41.38253,4.093715,45513
Montana,08-10-2016,16-08-2016,37.1504,42.96717,4.00027,45616
Arkansas,08-10-2016,16-08-2016,30.22496,50.43978,5.77027,45593
Michigan,24-08-2016,30-08-2016,42.10434,38.75878,5.653715,45511
U.S.,21-08-2016,27-08-2016,48.39874,44.4587,,45042
Oregon,29-07-2016,18-08-2016,42.54981,40.71865,,44973
U.S.,09-10-2016,09-12-2016,46.41877,40.37693,2.659677,46213
Michigan,08-12-2016,25-08-2016,42.1956,44.36148,,45016
Maine,03-04-2016,03-10-2016,41.42359,35.71584,,44176
U.S.,20-08-2016,26-08-2016,46.95086,46.23376,,45043
U.S.,08-04-2016,08-08-2016,41.85118,38.24542,4.891803,44802
California,31-08-2016,09-06-2016,51.27206,35.98783,3.862119,45444
Indiana,24-08-2016,30-08-2016,41.88579,38.9645,4.513715,45504
Georgia,05-05-2016,05-05-2016,39.0567,42.49348,,44035
U.S.,09-11-2016,13-09-2016,46.40225,40.33252,3.696064,46214
New Mexico,08-10-2016,16-08-2016,44.15963,35.65305,16.47027,45622
U.S.,09-04-2016,09-10-2016,47.10403,41.52758,,45690
Iowa,17-08-2016,23-08-2016,47.74253,42.2163,2.251873,45552
Pennsylvania,24-08-2016,30-08-2016,43.47505,43.72348,4.023715,45528
Maryland,29-07-2016,18-08-2016,52.27948,31.12071,,44957
Louisiana,08-10-2016,16-08-2016,33.51262,55.35574,3.40027,45608
U.S.,08-09-2016,08-10-2016,45.13125,44.29313,4.581841,44824
Virginia,05-09-2016,17-05-2016,37.69551,39.49666,,44117
New Jersey,08-05-2016,18-08-2016,45.9525,35.10104,,44967
Nebraska,08-10-2016,16-08-2016,39.48949,39.79445,4.92027,45619
U.S.,19-08-2016,25-08-2016,47.38615,45.99932,,45044
U.S.,24-06-2016,27-06-2016,43.72939,40.02017,5.753419,44455
U.S.,09-07-2016,09-09-2016,45.47306,42.51521,3.558182,46210
U.S.,09-03-2016,09-09-2016,46.95234,41.76005,,45688
U.S.,09-02-2016,09-08-2016,46.58176,42.29979,,45437
U.S.,08-03-2016,08-07-2016,42.14796,37.33352,5.918194,44803
Washington,17-08-2016,23-08-2016,50.51286,33.66678,5.611873,45587
U.S.,18-08-2016,24-08-2016,46.12056,46.25401,,44993
U.S.,08-02-2016,08-06-2016,42.54856,39.41271,4.944834,44804
Wisconsin,24-08-2016,30-08-2016,47.3334,36.00449,5.023715,45538
Kentucky,08-10-2016,16-08-2016,40.09352,44.33358,3.65027,45607
Ohio,24-08-2016,30-08-2016,36.31774,43.14192,5.453715,45525
U.S.,09-01-2016,09-07-2016,46.61572,41.43659,,45424
New York,24-08-2016,30-08-2016,49.05955,38.58601,2.883715,45524
U.S.,22-04-2016,28-04-2016,48.74173,42.95834,,44007
Kansas,08-10-2016,16-08-2016,41.78464,39.78501,8.320269,45606
Arizona,08-05-2016,18-08-2016,37.92466,48.384,,44941
U.S.,17-08-2016,23-08-2016,45.93444,46.10532,,44987
U.S.,22-07-2016,26-07-2016,41.46961,39.98494,3.175186,44686
U.S.,17-08-2016,23-08-2016,42.54616,42.26178,4.661873,45248
Virginia,08-05-2016,18-08-2016,44.15309,40.34463,,44979
U.S.,08-01-2016,08-05-2016,41.15603,40.68121,4.673896,44805
Florida,24-08-2016,30-08-2016,38.22061,48.50818,4.343715,45498
South Carolina,08-10-2016,16-08-2016,36.56992,48.32138,3.42027,45630
Connecticut,08-10-2016,16-08-2016,48.71572,36.44801,5.18027,45597
U.S.,31-08-2016,09-06-2016,46.24535,41.77433,,45405
Florida,03-02-2016,03-06-2016,48.81951,43.81316,,36569
Minnesota,17-08-2016,23-08-2016,44.16192,34.1104,4.961874,45563
